"ID"	"ID Hex"	"Name"	"Model Name"	"Holder"	"Desc"
305	"0x131"	"BATTERY_000"	"gimc1210"		"Turret"
306	"0x132"	"SNOWBALLBATTERY_000"	"gimc1370"		"Snow Cannon"
307	"0x133"	"ROOTS_CHR55"	"gimc1470"	"Shookle"	"Shookle sprout attack"
308	"0x134"	"BOSSCASTLEPARTS_000"	"gimc1420"	"Kanogias"	"Kanogias Part Breaking 1"
309	"0x135"	"BOSSCASTLEPARTS_001"	"gimc1421"	"Kanogias"	"Kanogias Part Breaking 2"
310	"0x136"	"BOSSCASTLEPARTS_002"	"gimc1422"	"Kanogias"	"Kanogias Part Breaking 3"
311	"0x137"	"BOSSCASTLEPARTS_003"	"gimc1423"	"Kanogias"	"Kanogias Part Breaking 4"
312	"0x138"	"BOSSCASTLEPARTS2_000"	"gimc1490"	"Ganodias"	"Ganodias Part Breaking 1"
313	"0x139"	"BOSSCASTLEPARTS2_001"	"gimc1491"	"Ganodias"	"Ganodias Part Breaking 2"
314	"0x13A"	"BOSSCASTLEPARTS2_002"	"gimc1492"	"Ganodias"	"Ganodias Part Breaking 3"
315	"0x13B"	"BOSSCASTLEPARTS2_003"	"gimc1493"	"Ganodias"	"Ganodias Part Breaking 4"
316	"0x13C"	"WOODENBOX"	"gimc1500"		"Black Chest (from tutorial)"
317	"0x13D"	"HORSE_POST"	"gimc1560"		"Woods obstacle"
318	"0x13E"	"DUNGEON_GATE_001"	"gimc2000"		"Dungeon door (breakable)"
319	"0x13F"	"DUNGEON_GATE_004"	"gimc2490"		"Dungeon door (from up to down)"
320	"0x140"	"DUNGEON_GATE_005"	"gimc4170"		"Dungeon door (from down to up)"
321	"0x141"	"DUNGEON_GATE_005_1"	"gimc4171"		"Dungeon door top part"
322	"0x142"	"DUNGEON_GATE_004"	"gimc2490"		"Dungeon door (from up to down)"
323	"0x143"	"DUNGEON_GATE_005"	"gimc4170"		"Dungeon door (from down to up)"
324	"0x144"	"DUNGEON_GATE_005_1"	"gimc4171"		"Dungeon door top part"
325	"0x145"	"DUNGEON_GATE_003"	"gimc2350"		"Dungeon boss door"
326	"0x146"	"DUNGEON_GATE_003_AURA"	"gimc2360"		"Dungeon boss door BACKGROUND"
327	"0x147"	"DUNGEON_GATE_002"	"gimc2010"		"Dungeon door (key required)"
328	"0x148"	"DUNGEON_GATE_002_KEY"	"gimc2011"		"Key opening the door (key only)"
329	"0x149"	"RESULT_HEROBASE"	"gimc2060"		"Hero stand on result screen"
330	"0x14A"	"BLACKHOSHIPON"	"gimc1260"		"Black Hoshipon"
331	"0x14B"	"SILVER_HOSIPON"	"gimc2120"		"Silver Hoshipon"
332	"0x14C"	"EVIL_BOX"	"gimc2130"		"Big Chest in tutorial scene"
333	"0x14D"	"EVIL_1"	"gimc2140"		"Archfiend (Greed)"
334	"0x14E"	"EVIL_1_EMBLEM"	"gimc2141"		"Archfiend Effect (Greed)"
335	"0x14F"	"EVIL_1_AFTERIMAGE"	"gimc2142"		"Archfiend ??? (Greed)"
336	"0x150"	"EVIL_1_EFFECT"	"gimc2143"		"Archfiend Bg (Greed)"
337	"0x151"	"EVIL_2"	"gimc2150"		"Archfiend (Pride)"
338	"0x152"	"EVIL_2_EMBLEM"	"gimc2151"		"Archfiend Effect (Pride)"
339	"0x153"	"EVIL_2_AFTERIMAGE"	"gimc2152"		"Archfiend ??? (Pride)"
340	"0x154"	"EVIL_2_EFFECT"	"gimc2153"		"Archfiend Bg (Pride)"
341	"0x155"	"EVIL_3"	"gimc2160"		"Archfiend (Rage)"
342	"0x156"	"EVIL_3_EMBLEM"	"gimc2161"		"Archfiend Effect (Rage)"
343	"0x157"	"EVIL_3_AFTERIMAGE"	"gimc2162"		"Archfiend ??? (Rage)"
344	"0x158"	"EVIL_3_EFFECT"	"gimc2163"		"Archfiend Bg (Rage)"
345	"0x159"	"EVIL_4"	"gimc2170"		"Archfiend (Lust)"
346	"0x15A"	"EVIL_4_EMBLEM"	"gimc2171"		"Archfiend Effect (Lust)"
347	"0x15B"	"EVIL_4_AFTERIMAGE"	"gimc2172"		"Archfiend ??? (Lust)"
348	"0x15C"	"EVIL_4_EFFECT"	"gimc2173"		"Archfiend Bg (Lust)"
349	"0x15D"	"EVIL_5"	"gimc2180"		"Archfiend (Indolence)"
350	"0x15E"	"EVIL_5_EMBLEM"	"gimc2181"		"Archfiend Effect (Indolence)"
351	"0x15F"	"EVIL_5_AFTERIMAGE"	"gimc2182"		"Archfiend ??? (Indolence)"
352	"0x160"	"EVIL_5_EFFECT"	"gimc2183"		"Archfiend Bg (Indolence)"
353	"0x161"	"EVIL_6"	"gimc2190"		"Archfiend (Jealousy)"
354	"0x162"	"EVIL_6_EMBLEM"	"gimc2191"		"Archfiend Effect (Jealousy)"
355	"0x163"	"EVIL_6_AFTERIMAGE"	"gimc2192"		"Archfiend ??? (Jealousy)"
356	"0x164"	"EVIL_6_EFFECT"	"gimc2193"		"Archfiend Bg (Jealousy)"
357	"0x165"	"EVIL_7"	"gimc2200"		"Archfiend (Gluttony)"
358	"0x166"	"EVIL_7_EMBLEM"	"gimc2201"		"Archfiend Effect (Gluttony)"
359	"0x167"	"EVIL_7_AFTERIMAGE"	"gimc2202"		"Archfiend ??? (Gluttony)"
360	"0x168"	"EVIL_7_EFFECT"	"gimc2203"		"Archfiend Bg (Gluttony)"
361	"0x169"	"HATAPON2"	"gimc2210"		"Hatapon placing flag"
362	"0x16A"	"HATAPON_FLAG"	"gimc2300"		"Hatapon flag"
363	"0x16B"	"TONTINKAN_YARIPON"	"gimc2220"		"Yaripon walking (tutorial)"
364	"0x16C"	"STONE_PATAPONS"	"gimc2230"		"Patapon stonned (tutorial)"
365	"0x16D"	"STONE_MEDEN"	"gimc2240"		"Meden Stonned (tutorial)"
366	"0x16E"	"STONE_TONTINKAN"	"gimc2250"		"TonChinKan Stonned (tutorial)"
367	"0x16F"	"BONE_FLAG_1"	"gimc2260"		"Bonedeth flag"
368	"0x170"	"BONE_FLAG_2"	"gimc2260"		"Bonedeth flag"
369	"0x171"	"BREAK_EVIL_BOX"	"gimc2320"		"Fog (in tutorial scene?)"
370	"0x172"	"DAMNATORY_GROUND"	"gimc2330"		"Grey-Green background"
371	"0x173"	"GROUND_RAIN"	"gimc2340"		"Rainy effect on ground"
372	"0x174"	"DRUM_001"	"gimc2370"		"Pata Drum (animating)"
373	"0x175"	"DRUM_002"	"gimc2380"		"Chaka Drum (animating)"
374	"0x176"	"DRUM_003"	"gimc2390"		"Don Drum (animating)"
375	"0x177"	"DRUM_004"	"gimc2400"		"Zigo Drum (animating)"
376	"0x178"	"STONE_HERO"	"gimc2470"		"Stonned P2 Hero shape"
377	"0x179"	"SILVER_HOSIPON_ASH"	"gimc2480"		"Spark back of Silver Hoshi"
378	"0x17A"	"MEKA_HOSIPON"	"gimc3080"		"Mecha Hoshipon"
379	"0x17B"	"MEKA_HOSIPON_JET"	"gimc3081"		"Jets of Mecha Hoshipon"
380	"0x17C"	"SHAKAPON"	"gimc3170"		"Shakapon (summon teacher)"
381	"0x17D"	"DREAM_OLD_HERO"	"gimc3380"		"P2 hero, unused cutscene"
382	"0x17E"	"DREAM_SCREEN"	"gimc3390"		"White fog-like bg with transparent center"
383	"0x17F"	"MOON"	"gimc3510"		"BIG YELLOW moon"
384	"0x180"	"PENDULUM_SICKLE"	"gimc3180"		"Swinging Axes in ToT"
385	"0x181"	"ED3_TON"	"gimc3740"		"Ton excited"
386	"0x182"	"ED3_CHIN"	"gimc3741"		"Chin excited"
387	"0x183"	"ED3_KAN"	"gimc3742"		"Kan excited"
388	"0x184"	"ED3_HATA"	"gimc3750"		"Hatapon holding flag"
389	"0x185"	"ED3_FLAG"	"gimc3760"		"Hatapon Flag (stand)"
390	"0x186"	"ED3_SILVER"	"gimc3770"		"Silver Hoshipon (event)"
391	"0x187"	"GARGOYLE_TREASUREBOX_0"	"gimc2430"	"Gargoyle"	"Gargoyle Wooden Chest"
392	"0x188"	"GARGOYLE_TREASUREBOX_1"	"gimc2440"	"Gargoyle"	"Gargoyle Iron Chest"
393	"0x189"	"GARGOYLE_TREASUREBOX_2"	"gimc2450"	"Gargoyle"	"Gargoyle Gold Chest"
394	"0x18A"	"GARGOYLE_TREASUREBOX_3"	"gimc2460"	"Gargoyle"	"Gargoyle Jewel Chest"
395	"0x18B"	"TRENT_FIRE"	"gimc2290"	"Treant"	"Treant head on fire"
396	"0x18C"	"BONE_WALL_L"	"gimc2280"		"Deth big wall"
397	"0x18D"	"BONE_FORT_M"	"gimc2310"		"Deth Fortress"
398	"0x18E"	"BONE_FORT_L"	"gimc2270"		"Deth Fortress (Big)"
399	"0x18F"	"WILDLAND_ROCK_L"	"gimc2410"		"Tall Stone obstacle (P3)"
400	"0x190"	"WILDLAND_ROCK_M"	"gimc2420"		"Short Stone obstacle (P3)"
401	"0x191"	"SWITCH_LEVER"	"gimc2540"		"Iron door lever trigger"
402	"0x192"	"SWITCH_FLOOR"	"gimc2550"		"Dungeon floor trigger"
403	"0x193"	"BLOCK"	"gimc2560"		"Floating Boxes in dungeon"
404	"0x194"	"DAZITO_GROUND"	"gimc2760"		"Yellow lights in DH place"
405	"0x195"	"HONE_VOITURE_00"	"gimc2910"		"Bonedeth Wagon (unused)"
406	"0x196"	"HONE_VOITURE_01"	"gimc2911"		"Bonedeth Wagon Break 1 (unused)"
407	"0x197"	"HONE_VOITURE_02"	"gimc2912"		"Bonedeth Wagon Break 2 (unused)"
408	"0x198"	"HONE_VOITURE_WIND"	"gimc2913"		"???"
409	"0x199"	"ROW4_GUILLOTINE_1"	"gimc2880"		"Guillotine blade rigging 4 (from left)"
410	"0x19A"	"ROW4_GUILLOTINE_2"	"gimc2880"		"Guillotine blade rigging 3 (from left)"
411	"0x19B"	"ROW4_GUILLOTINE_3"	"gimc2880"		"Guillotine blade rigging 2 (from left)"
412	"0x19C"	"ROW4_GUILLOTINE_4"	"gimc2880"		"Guillotine blade rigging 1 (from left)"
413	"0x19D"	"ROW4_GUILLOTINE_L"	"gimc2881"		"Guillotine Left Pillar"
414	"0x19E"	"ROW4_GUILLOTINE_A"	"gimc2882"		"Guillotine Main"
415	"0x19F"	"SHERO_MASSIVE_ROCK"	"gimc2070"		"Spiky low stone structure"
416	"0x1A0"	"SHERO_ICE_CASTLE"	"gimc3190"	"Pingrek Hero"	"Pingrek Heromode Background"
417	"0x1A1"	"SHERO_DMUSHROOM"	"gimc3060"	"Toadstool"	"Jamsch Toadstool"
418	"0x1A2"	"DEVILDOM_ALTAR"	"gimc3070"		"Hoshipon Convention Story BG"
419	"0x1A3"	"GROCK_NORMAL"	"gimc3090"	"Bowmunk"	"Bowmunk Charge Def Rock (Pon)"
420	"0x1A4"	"GROCK_SHERO"	"gimc3090"	"Bowmunk"	"Bowmunk Charge Def Rock (Hero)"
421	"0x1A5"	"GROCK_STAND"	"gimc3090"	"Bowmunk"	"Bowmunk Charge Def Rock Stay"
422	"0x1A6"	"CAGE_000"	"gimc000"		"Cage (Rect)"
423	"0x1A7"	"CAGE_001"	"gimc610"		"Cage (Round, P2)"
424	"0x1A8"	"ED3_SLIGHT"	"gimc4180"		"Hero spotlight"
425	"0x1A9"	"ED3_WLIGHT"	"gimc4200"		"Hero spotlight bottom"
426	"0x1AA"	"ED3_FLASH"	"gimc4210"		"Flashing bg"
427	"0x1AB"	"ED3_PLIGHT"	"gimc4220"		"Purple BG with DH ending"
428	"0x1AC"	"ED3_WASH"	"gimc4230"		"Hero disappear"
429	"0x1AD"	"ED3_BASH"	"gimc4240"		"Hero disappear"
430	"0x1AE"	"ED3_STAR"	"gimc4250"		"Purple BG with DH ending"
431	"0x1AF"	"FIREWALL"			"Big Fire in Gluttony"
432	"0x1B0"	"BATTERY_VS"	"gimc4410"		"VS Cannon"
433	"0x1B1"	"SNOWBALLBATTERY_VS"	"gimc4420"		"VS Snow Cannon"
434	"0x1B2"	"IRONFACE_VS"	"gimc4430"		"VS Iron Tower"
435	"0x1B3"	"LSBS2_BIGMOUTH"	"gimc2930"	"Dongora"	"Dongora Human form Mouth Attack"
436	"0x1B4"	"LSBS2_SWORD"	"gimc2940"	"Dongora"	"Dongora Human form Spike Attack"
437	"0x1B5"	"LSBS2_DEVIL"	"gimc2950"	"Dongora Chest"	"Dongora Chestbreak Scene Eyes"
438	"0x1B6"	"LSBS2_APPEARANCE"	"gimc2960"	"Dongora"	"Dongora First Idle Box"
439	"0x1B7"	"LSBS2_DEVIL_DAMAGE1_S"		"Dongora Chest"	"Thunder trail in Dongora Chestscene"
440	"0x1B8"	"LSBS2_DEVIL_DAMAGE2_S"	"gimc2970"	"Dongora Chest"	"Thunder trail in Dongora Chestscene"
441	"0x1B9"	"LSBS2_DEVIL_DAMAGE2"	"gimc2970"	"Dongora"	"Thunder trail in Dongora Chestscene"
442	"0x1BA"	"LSBS2_DEVIL_DAMAGE3"	"gimc2970"	"Dongora Chest"	"Thunder trail in Dongora Chestscene"
443	"0x1BB"	"LSBS2_DEVIL_THUNDER1"	"gimc3570"	"Dongora Chest"	"Thunder hit circle in Dongora Chestscene"
444	"0x1BC"	"LSBS2_DEVIL_THUNDER2"	"gimc3570"	"Dongora Chest"	"Thunder hit circle in Dongora Chestscene"
445	"0x1BD"	"LSBS1_BIGMOUTH"	"gimc2820"	"Pondora Human"	"Pondora Human form Mouth Attack"
446	"0x1BE"	"LSBS1_SWORD"	"gimc2830"	"Pondora Human"	"Pondora Human form Spike Attack"
447	"0x1BF"	"LSBS1_DEVIL"	"gimc2840"	"Pondora Chest"	"Pondora Chestbreak Scene Eyes"
448	"0x1C0"	"LSBS1_APPEARANCE"	"gimc2850"	"Pondora Human"	"Pondora First Idle Box"
449	"0x1C1"	"LSBS1_DEVIL_DAMAGE1_S"		"Pondora Chest"	"Thunder trail in Pondora Chestscene"
450	"0x1C2"	"LSBS1_DEVIL_DAMAGE2_S"	"gimc2860"	"Pondora Chest"	"Thunder trail in Pondora Chestscene"
451	"0x1C3"	"LSBS1_DEVIL_DAMAGE2"	"gimc2860"	"Pondora Human"	"Thunder trail in Pondora Chestscene"
452	"0x1C4"	"LSBS1_DEVIL_DAMAGE3"	"gimc2860"	"Pondora Chest"	"Thunder trail in Pondora Chestscene"
453	"0x1C5"	"LSBS1_DEVIL_THUNDER1"	"gimc3560"	"Pondora Chest"	"Thunder hit circle in Pondora Chestscene"
454	"0x1C6"	"LSBS1_DEVIL_THUNDER2"	"gimc3560"	"Pondora Chest"	"Thunder hit circle in Pondora Chestscene"
455	"0x1C7"	"LSBS_BIGMOUTH"	"gimc2690"	"Pandara Human"	"Pandara Human form Mouth Attack"
456	"0x1C8"	"LSBS_SWORD"	"gimc2700"	"Pandara Human"	"Pandara Human form Spike Attack"
457	"0x1C9"	"LSBS_DEVIL"	"gimc2710"	"Pandara Chest"	"Pandara Chestbreak Scene Eyes"
458	"0x1CA"	"LSBS_APPEARANCE"	"gimc2720"	"Pandara Human"	"Pandara First Idle Box"
459	"0x1CB"	"LSBS_DEVIL_DAMAGE1_S"		"Pandara Chest"	"Thunder trail in Pandara Chestscene"
460	"0x1CC"	"LSBS_DEVIL_DAMAGE2_S"	"gimc2730"	"Pandara Chest"	"Thunder trail in Pandara Chestscene"
461	"0x1CD"	"LSBS_DEVIL_DAMAGE2"	"gimc2730"	"Pandara Human"	"Thunder trail in Pandara Chestscene"
462	"0x1CE"	"LSBS_DEVIL_DAMAGE3"	"gimc2730"	"Pandara Chest"	"Thunder trail in Pandara Chestscene"
463	"0x1CF"	"LSBS_DEVIL_THUNDER1"	"gimc3550"	"Pandara Chest"	"Thunder hit circle in Pandara Chestscene"
464	"0x1D0"	"LSBS_DEVIL_THUNDER2"	"gimc3550"	"Pandara Chest"	"Thunder hit circle in Pandara Chestscene"
465	"0x1D1"	"LSBS_CLOUD"	"gimc2870"	"Pandara Chest"	"Clouds on top om Chestscene"
466	"0x1D2"	"LSBS_APPEARANCE_EVIL"	"gimc3600"	"Pandara Chest"	"All 7 Archfiends, start of the chest boss"
467	"0x1D3"	"LSBS_EYE_HIT"		"Pandara Human"	"Chest boss human form Eye attack"
468	"0x1D4"	"PLAYER_CASTLE_FRONT"	"gimc3100"		"Hellgate castle front"
469	"0x1D5"	"PLAYER_CASTLE_BACK"	"gimc3101"		"Hellgate castle back"
470	"0x1D6"	"PLAYER_CASTLE_F_BREAK"	"gimc3102"		"Hellgate castle front break"
471	"0x1D7"	"PLAYER_CASTLE_B_BREAK"	"gimc3103"		"Hellgate castle back break"
472	"0x1D8"	"GROCK_STAND"	"gimc3110"		"Small Sign with team color circle"
473	"0x1D9"	"ENEMY_GATE"	"gimc3120"		"Hellgate castle purple"
474	"0x1DA"	"ENEMY_GATE_BREAK"	"gimc3121"		"Hellgate castle purple break"
475	"0x1DB"	"ENEMY_LASER"	"gimc3130"		"Hellgate devil deco (LASER?!)"
476	"0x1DC"	"GROCK_STAND"	"gimc3131"		"Hellgate ???"
477	"0x1DD"	"GROCK_STAND"	"gimc3140"		"Hellgate Pink-White Stand"
478	"0x1DE"	"GROCK_STAND"	"gimc3141"		"Hellgate Pink-White Stand side deco?"
479	"0x1DF"	"GROCK_STAND"	"gimc3142"		"Hellgate White stand side deco?"
480	"0x1E0"	"GROCK_STAND"	"gimc3160"		"VS Flag (without stand)"
481	"0x1E1"	"ROULETTE"	"gimc3580"		"Hellgate roulette"
482	"0x1E2"	"PLUS_WINDOW"	"gimc3590"		"Light yellow thick line (Hellgate?)"
483	"0x1E3"	"MINUS_WINDOW"	"gimc3591"		"(Hellgate?)"
484	"0x1E4"	"VSICON_FLAGGET_BLUE"	"gimc3710"		"Blue flag round icon"
485	"0x1E5"	"VSICON_FLAGGET_RED"	"gimc3711"		"Red flag round icon"
486	"0x1E6"	"VSICON_FLAGGET_NONE"	"gimc4070"		"Neutral flag round icon"
487	"0x1E7"	"VSICON_SCORE_BLUE"	"gimc3720"		"Blue circle icon in score"
488	"0x1E8"	"VSICON_SCORE_RED"	"gimc3721"		"Red circle icon in score"
489	"0x1E9"	"VSICON_BREAK_BLUE"	"gimc3730"		"Blue missile hit round icon"
490	"0x1EA"	"VSICON_BREAK_RED"	"gimc3731"		"Red missile hit round icon"
491	"0x1EB"	"VSICON_BREAK_RED"	"gimc4080"		"Grey Shine effect of the hellgate icon"
492	"0x1EC"	"VSICON_BREAK_BLUE"	"gimc4060"		"Blue Hellgate icon round shine"
493	"0x1ED"	"VSICON_BREAK_RED"	"gimc4061"		"Red Shine effect of the hellgate icon"
494	"0x1EE"	"VSICON_BREAK_NONE"	"gimc4090"		"Grey Shine effect of the hellgate icon"
495	"0x1EF"	"VSICON_DEAD_COUNT_BLUE"	"gimc4150"		"Blue icon in score (death count rule)"
496	"0x1F0"	"VSICON_DEAD_COUNT_RED"	"gimc4151"		"Red icon in score (death count rule)"
497	"0x1F1"	"VSICON_REBORN_BLUE"	"gimc4340"		"Blue icon in score (reborn count rule)"
498	"0x1F2"	"VSICON_REBORN_RED"	"gimc4341"		"Red icon in score (reborn count rule)"
499	"0x1F3"	"VSICON_REBORN_NONE"	"gimc4342"		"icon shine effect"
500	"0x1F4"	"VSICON_WALK_BLUE"	"gimc4350"		"Racing blue team round icon"
501	"0x1F5"	"VSICON_WALK_RED"	"gimc4351"		"Racing red team round icon"
502	"0x1F6"	"VSICON_WALK_NONE"	"gimc4352"		"Racing icon shine effect"
503	"0x1F7"	"AZITO_HATAPON"	"gimc2660"		"Story Hatapon (hideout)"
504	"0x1F8"	"AZITO_HATAPON_FLAG"	"gimc2670"		"Story Hatapon Flag (hideout)"
505	"0x1F9"	"EVIL_1_OBJECT"	"gimc2580"		"Pillar Bg in boss (Greed)"
506	"0x1FA"	"EVIL_2_OBJECT"	"gimc2590"		"Pillar Bg in boss (Pride)"
507	"0x1FB"	"EVIL_3_OBJECT"	"gimc2680"		"Pillar Bg in boss (Rage)"
508	"0x1FC"	"EVIL_4_OBJECT"	"gimc2570"		"Pillar Bg in boss (Lust)"
509	"0x1FD"	"EVIL_5_OBJECT"	"gimc2610"		"Pillar Bg in boss (Indolence)"
510	"0x1FE"	"EVIL_6_OBJECT"	"gimc2620"		"Pillar Bg in boss (Jealousy)"
511	"0x1FF"	"EVIL_7_OBJECT"	"gimc2600"		"Pillar Bg in boss (Gluttony)"
512	"0x200"	"OGU"	"gimc2630"		"Heap of junk"
513	"0x201"	"OGU_BATTERY"	"gimc2631"		"Heap of junk cannon"
514	"0x202"	"OGU_ROCKFACE"	"gimc4290"		"Heap of junk obstacle (in appearance)"
515	"0x203"	"DARU"	"gimc2640"		"Superweapon"
516	"0x204"	"DARU_ROCKFACE"	"gimc2650"		"Black dark stone"
517	"0x205"	"BEACON"	"gimc2770"		"Superweapon bomb"
518	"0x206"	"BEACON_COUNT"	"gimc4360"		"Superweapon bomb countdown num"
519	"0x207"	"BAL_HEAT_OF_ANGER"	"gimc2500"	"balrog"	"Barlog fire on head (after eating)"
520	"0x208"	"BAL_MEAT"	"gimc2510"	"balrog"	"Barlog meat"
521	"0x209"	"HITTINGMARK"	"gimc2520"	"Fenrir"	"Smash button icon (when captured)"
522	"0x20A"	"GLM_ARM"	"gimc2530"	"golem"	"Golem arm"
523	"0x20B"	"SHERO_DOTEPPEKI"	"gimc2890"	"Guardira"	"Guardira HM"
524	"0x20C"	"ILLUMINANT"	"gimc2900"		"Talking Sparkly while making save"
525	"0x20D"	"DEVILDOM_ENTRANCE"	"gimc2740"		"Magma BG"
526	"0x20E"	"DEVILDOM_INSIDE_00"	"gimc2750"		"Magma BG Pillars"
527	"0x20F"	"DEVILDOM_INSIDE_01"	"gimc2751"		"Magma BG"
528	"0x210"	"DEVILDOM_INSIDE_02"	"gimc2752"		"Magma BG"
529	"0x211"	"SHERO_KIBA"		"Pyokorider Hero"	
530	"0x212"	"TRENT_FIRE2"	"gimc2780"	"Deth Treant"	"Death Treant Head on Fire"
531	"0x213"	"BAL_HEAT_OF_ANGER2"	"gimc2790"	"balrag"	"Barlag fire on head (after eating)"
532	"0x214"	"BAL_MEAT2"	"gimc2800"	"balrag"	"Barlag meat"
533	"0x215"	"GLM_ARM2"	"gimc2810"	"ice golem"	"Ice Golem arm"
534	"0x216"	"ZGG"	"gimc2920"		"Ziggerzank"
535	"0x217"	"VERSUS2_SWITCH"	"gimc3040"		"VS Missile switch"
536	"0x218"	"WAREHOUSE_002"	"gimc2990"		"Deth base 1 (spawn point)"
537	"0x219"	"VERSUS2_FORT_00"	"gimc3000"		"Missile VS ground"
538	"0x21A"	"VERSUS2_FORT_01"	"gimc3001"		"Missile VS ground deco"
539	"0x21B"	"VERSUS2_FORT_10"	"gimc3010"		"Missile VS ground black part"
540	"0x21C"	"VERSUS2_FORT_11"	"gimc3011"		"Missile VS ground black part 2"
541	"0x21D"	"LAUNCHPADTOWER"	"gimc3020"		"Missile launch machine"
542	"0x21E"	"MISSILE"	"gimc3030"		"Normal Missile"
543	"0x21F"	"MISSILESMOKE"	"gimc3031"		"Missile launch fire"
544	"0x220"	"MISSILE_B"	"gimc3940"		"Special Missile 1"
545	"0x221"	"MISSILE_V"	"gimc3950"		"Big missile"
546	"0x222"	"AIRDEFENSE"	"gimc3050"		"Missile VS gimmick ???"
547	"0x223"	547	"gimc3051"		"Shiny effect"
548	"0x224"	"IRONFACE_000"	"gimc4280"		"Missile VS gimmick ???"
549	"0x225"	"IRONFACE_001"	"gimc4281"		"Missile VS gimmick ??? break"
550	"0x226"	"INVISIBILITYWALL"			
551	"0x227"	"WAREHOUSE_003"	"gimc2980"		"Deth base 2 (spawn point)"
552	"0x228"	"ATTACK_TARGET"			
553	"0x229"	"AUTO_RAM"	"gimc3630"		"Unused black wagon?"
554	"0x22A"	"AUTO_RAM_BREAK"	"gimc3631"		"Unused black wagon? Break"
555	"0x22B"	"EVENT_CREVICE"	"gimc3960"		"Portal for droppign pons"
556	"0x22C"	"EVENT_GONE"	"gimc3970"		"Gong"
557	"0x22D"	"EVENT_FINA"	"gimc3980"		"Princess"
558	"0x22E"	"EVENT_OTHERWORLD"	"gimc3990"		"Ending, Universe before earthend"
559	"0x22F"	"EVENT_CLEARWALL"	"gimc3991"		"Ending, Greel-Blue BG"
560	"0x230"	"EVENT_ZMASK"	"gimc4000"		"Grey BG, Ending"
561	"0x231"	"AD_1_002_1"		"Wooyari Spear/Lance"	"Wooyari Spear, Lance ???"
562	"0x232"	"AD_1_003_1"		"Wooyari Pike"	"Wooyari Pike ???"
563	"0x233"	"AD_1_004_1"			
564	"0x234"	"DHERO_ANTIMAGIC_SHELL"	"gimc4330"	"Slogturtle"	"Slogturtle Antimajik shell"
565	"0x235"	"MASKGATE_000"	"gimc1410"		"Karmen Sokshi Gate (P2) Bottom body"
566	"0x236"	"MASKGATE_001"	"gimc1411"		"Towers on the Karmen Gate (left)"
567	"0x237"	"MASKGATE_002"	"gimc1412"		"Towers on the Karmen Gate (right)"
568	"0x238"	"MASKGATE_003"	"gimc1413"		"Axe on Karmen Gate"
569	"0x239"	"MASKGATE_004"	"gimc1414"		"Saw on Karmen Gate"
570	"0x23A"	"MASKGATE_005"	"gimc1415"		"Sticks on Karmen Gate"
571	"0x23B"	"MASKGATE_006"	"gimc1416"		"Broken sticks on Karmen Gate"
572	"0x23C"	"MASKGATE_007"	"gimc1417"		"Cannon on Karmen Gate"
573	"0x23D"	"MASKGATE_008"	"gimc1419"		"Part of the tower in Karmen Gate"
574	"0x23E"	"SWITCHTEST_TOUCH"	"gimc100"		"Mission Goal uncleared"
575	"0x23F"	"SWITCHTEST_HIT"	"gimc100"		"Mission Goal cleared"
576	"0x240"	"CLEARSWITCH_TOUCH"			
577	"0x241"	"CLEARSWITCH_HIT"			
578	"0x242"	"P_FLAG_RED"	"gimc3430"		"VS Flag with stand"
579	"0x243"	"P_HEDGE_RED"	"gimc3450"		"Head-on VS small hedge near goal"
580	"0x244"	"P_CANNON_RED"	"gimc3440"		"Head-on VS Cannon"
581	"0x245"	"P_ALTAR_RED"	"gimc3400"		"Top of the head-on VS door"
582	"0x246"	"P_GATE01_RED"	"gimc3410"		"Head-on VS goal door right part"
583	"0x247"	"P_GATE02_RED"	"gimc3420"		"Head-on VS goal door left part"
584	"0x248"	"P_AREASYMBOL"	"gimc3500"		"Head-on VS arrow sign"
585	"0x249"	"P_ROCKFACE_LOW_000"	"gimc3480"		"VS stone structure low"
586	"0x24A"	"P_ROCKFACE_HI_000"	"gimc3490"		"VS stone structure high"
587	"0x24B"	"P_MASKGATE_000"	"gimc1410"		"Karmen Sokshi Gate (P2) Bottom body"
588	"0x24C"	"P_MASKGATE_001"	"gimc1411"		"Towers on the Karmen Gate (left)"
589	"0x24D"	"P_MASKGATE_002"	"gimc1412"		"Towers on the Karmen Gate (right)"
590	"0x24E"	"P_MASKGATE_003"	"gimc1413"		"Axe on Karmen Gate"
591	"0x24F"	"P_MASKGATE_004"	"gimc1414"		"Saw on Karmen Gate"
592	"0x250"	"P_MASKGATE_005"	"gimc1415"		"Sticks on Karmen Gate"
593	"0x251"	"P_MASKGATE_006"	"gimc1416"		"Broken sticks on Karmen Gate"
594	"0x252"	"P_MASKGATE_007"	"gimc1417"		"Cannon on Karmen Gate"
595	"0x253"	"P_MASKGATE_008"	"gimc1419"		"Part of the tower in Karmen Gate"
596	"0x254"	"P_SAW_RED"	"gimc3460"		"VS Saw Gimmick"
597	"0x255"	"P_FLAMEGUN_RED"	"gimc3470"		"VS Flamethrower Gimmick"
598	"0x256"	"P_SUMMONDMY"			
599	"0x257"	"SymbolMark"	"azt_0120"		"Team Flag (flag only)"
600	"0x258"	"SMN_EFF_RING"			
601	"0x259"	"SMN_SYMBOL1"	"gimc3620"		"Tategami Shield"
